emp_no,birth_date,first_name,last_name,to_date,title
468030,1955-01-19,Anoosh,Poujol,9999-01-01,Senior Engineer
468043,1955-04-17,Mohamadou,Pappas,9999-01-01,Senior Engineer
468046,1955-03-25,Perry,Perez,9999-01-01,Senior Engineer
468058,1955-09-26,Martina,Polupanov,9999-01-01,Senior Staff
468073,1952-05-02,Tomofumi,Zaumen,9999-01-01,Senior Engineer
468076,1952-11-16,Susuma,Hofting,9999-01-01,Technique Leader
468077,1955-04-17,Mingsen,Begiun,9999-01-01,Senior Staff
468100,1952-06-11,Guoxiang,Lambe,9999-01-01,Senior Staff
468103,1954-12-31,Demin,Remmers,9999-01-01,Engineer
468106,1954-01-25,Adly,Kambil,9999-01-01,Technique Leader
468117,1953-10-16,Chikako,Bugrara,9999-01-01,Technique Leader
468122,1952-08-07,Sarita,Vieth,9999-01-01,Senior Staff
468129,1955-04-20,Tzvetan,Hanratty,9999-01-01,Staff
468141,1953-05-18,Janalee,Peir,9999-01-01,Staff
468150,1952-11-25,Mohammad,Staelin,9999-01-01,Engineer
468153,1953-09-21,Duke,Cannata,9999-01-01,Engineer
468160,1955-05-31,Remko,Fendler,9999-01-01,Senior Engineer
468161,1954-03-01,Mats,Prenel,9999-01-01,Technique Leader
468165,1952-09-13,Armond,Slutz,9999-01-01,Staff
468175,1955-09-23,Girolamo,Ranft,9999-01-01,Senior Staff
468184,1953-06-02,Xiong,Klerer,9999-01-01,Senior Engineer
468185,1955-09-16,Nakhoon,Pietracaprina,9999-01-01,Senior Engineer
468194,1954-03-04,Jinxi,Saoudi,9999-01-01,Technique Leader
468200,1952-09-30,Munehiko,VanScheik,9999-01-01,Senior Engineer
468230,1954-07-02,Marc,Bolotov,9999-01-01,Senior Engineer
468231,1952-04-20,Minghong,Gerteisen,9999-01-01,Staff
468239,1953-06-28,Amabile,Onuegbe,9999-01-01,Staff
468245,1955-10-06,Xiaoqiang,Erev,9999-01-01,Senior Engineer
468248,1952-07-05,DAIDA,Brookman,9999-01-01,Engineer
468249,1954-01-28,Domenick,Schmiedel,9999-01-01,Senior Engineer
468251,1953-09-26,Kish,Kieras,9999-01-01,Senior Engineer
468256,1955-11-26,Gudjon,Lieberherr,9999-01-01,Engineer
468266,1953-01-06,Cathie,Wilfing,9999-01-01,Engineer
468272,1954-03-17,Aria,Baak,9999-01-01,Senior Engineer
468273,1955-10-20,Yechezkel,Usery,9999-01-01,Staff
468279,1954-10-13,Marco,Auria,9999-01-01,Senior Engineer
468280,1954-08-10,Prasadram,Ernst,9999-01-01,Senior Engineer
468285,1954-06-21,Yefim,Nollmann,9999-01-01,Senior Staff
468291,1952-11-27,Mohit,Avouris,9999-01-01,Senior Staff
468296,1952-09-27,Shan,Bardell,9999-01-01,Senior Staff
468303,1955-09-26,Stamatina,Beerel,9999-01-01,Staff
468306,1953-07-29,Mircea,Argence,9999-01-01,Senior Engineer
468320,1954-12-31,Goetz,Ravishankar,9999-01-01,Senior Staff
468321,1953-02-06,Teruyuki,Reeker,9999-01-01,Senior Staff
468324,1952-11-21,Shounak,Rosenbaum,9999-01-01,Senior Staff
468325,1953-02-18,Rosli,Papadias,9999-01-01,Engineer
468344,1952-04-16,Urs,Hertweck,9999-01-01,Senior Staff
468354,1954-06-26,Nishit,Kolvik,9999-01-01,Senior Staff
468355,1955-12-30,Huai,Matzen,9999-01-01,Senior Engineer
468369,1955-06-04,Trygve,Iacovou,9999-01-01,Senior Engineer
468371,1954-11-01,Stamatina,Viele,9999-01-01,Senior Staff
468381,1953-06-01,Zhilian,Cangellaris,9999-01-01,Senior Staff
468387,1953-10-05,Kaijung,Pews,9999-01-01,Senior Staff
468393,1952-04-29,Kendra,Puppo,9999-01-01,Senior Engineer
468406,1955-09-30,Alois,Michaels,9999-01-01,Senior Engineer
468436,1954-06-20,Vatsa,Griswold,9999-01-01,Senior Engineer
468445,1955-11-22,Roddy,Krybus,9999-01-01,Senior Engineer
468446,1953-12-31,Boguslaw,Morris,9999-01-01,Senior Staff
468449,1953-10-21,Soenke,Improta,9999-01-01,Senior Engineer
468465,1954-05-03,Yuping,McDermid,9999-01-01,Senior Staff
468472,1955-03-28,Sreekrishna,Tsukuda,9999-01-01,Engineer
468476,1954-11-20,Prasadram,Mitina,9999-01-01,Senior Engineer
468477,1955-02-13,Yuguang,Conde,9999-01-01,Senior Engineer
468490,1954-07-29,Sudhanshu,Hainaut,9999-01-01,Senior Staff
468494,1955-01-17,Aris,Willoner,9999-01-01,Senior Staff
468497,1952-10-17,Odinaldo,Rettelbach,9999-01-01,Senior Staff
468500,1953-09-06,Zito,Auria,9999-01-01,Senior Engineer
468518,1955-07-31,Manu,Tempesti,9999-01-01,Engineer
468524,1955-03-24,Geraldo,Bellone,9999-01-01,Senior Staff
468527,1955-08-05,Sibyl,Luan,9999-01-01,Senior Staff
468534,1952-12-28,Ipke,Staelin,9999-01-01,Senior Engineer
468550,1952-10-08,Richard,Hiroyama,9999-01-01,Senior Staff
468574,1954-08-16,Dines,Leijenhorst,9999-01-01,Engineer
468597,1953-07-11,Masako,Polajnar,9999-01-01,Senior Engineer
468615,1952-07-31,Tzvetan,Zaiane,9999-01-01,Staff
468629,1954-05-16,Arno,Heydon,9999-01-01,Senior Staff
468650,1954-10-01,Alexius,Huttel,9999-01-01,Senior Engineer
468671,1953-10-04,Hailing,Calkin,9999-01-01,Engineer
468686,1952-04-18,Wuxu,Biron,9999-01-01,Senior Engineer
468689,1953-03-07,Vitali,Fujisaki,9999-01-01,Senior Staff
468717,1954-06-05,Dekang,Soloway,9999-01-01,Senior Engineer
468724,1954-10-20,Bangqing,Molenkamp,9999-01-01,Senior Engineer
468730,1955-11-06,Xiaoqiu,Christianini,9999-01-01,Senior Staff
468743,1954-05-08,Constantine,Rosin,9999-01-01,Senior Engineer
468764,1955-11-25,Gor,Ramsak,9999-01-01,Senior Engineer
468779,1953-09-18,Aemilian,Guting,9999-01-01,Senior Engineer
468802,1955-07-13,Bodh,Karnin,9999-01-01,Senior Engineer
468804,1952-12-28,Atreye,Axelband,9999-01-01,Engineer
468806,1952-11-25,Howell,Tsukuda,9999-01-01,Senior Engineer
468816,1954-08-07,Jiang,Bennet,9999-01-01,Senior Staff
468825,1954-03-24,Aruna,Breugel,9999-01-01,Senior Staff
468840,1952-07-01,Sarita,Nitsch,9999-01-01,Senior Staff
468844,1952-11-20,Chiradeep,Jenevein,9999-01-01,Senior Staff
468846,1952-10-08,Zengping,Gilg,9999-01-01,Senior Staff
468871,1952-03-02,Chikara,Kaltofen,9999-01-01,Senior Staff
468878,1952-11-05,Anwar,Rubsam,9999-01-01,Senior Engineer
468884,1953-01-18,Marin,Cusworth,9999-01-01,Senior Staff
468887,1955-05-25,Weiru,Willoner,9999-01-01,Technique Leader
468899,1952-03-23,Yunming,Pehl,9999-01-01,Senior Engineer
468903,1952-08-29,Lucian,Bael,9999-01-01,Engineer
468920,1955-11-16,Randy,Bahk,9999-01-01,Senior Engineer
468924,1954-09-13,Zita,Wossner,9999-01-01,Senior Engineer
468937,1955-06-21,Siddarth,Katiyar,9999-01-01,Senior Engineer
468942,1953-02-20,Jouni,Matzat,9999-01-01,Senior Staff
468950,1952-04-26,Jovan,Mundy,9999-01-01,Senior Engineer
468961,1953-03-15,Rafael,Piancastelli,9999-01-01,Engineer
468974,1955-01-18,Faiza,Mateescu,9999-01-01,Senior Staff
468979,1952-06-29,Tomoyuki,Straney,9999-01-01,Senior Engineer
468986,1953-04-10,Srinidhi,McAlpine,9999-01-01,Senior Staff
469004,1955-09-17,Baocai,Grabner,9999-01-01,Senior Engineer
469029,1954-03-02,Nidapan,Remmele,9999-01-01,Technique Leader
469048,1952-08-05,Chuanti,Choobineh,9999-01-01,Technique Leader
469053,1955-12-22,Vidya,Dymetman,9999-01-01,Senior Staff
469058,1953-05-15,Byong,Brender,9999-01-01,Senior Engineer
469078,1954-03-20,Moheb,Horswill,9999-01-01,Senior Engineer
469108,1953-11-04,Constantino,Bashian,9999-01-01,Senior Staff
469137,1955-04-05,Kwangsub,Rikino,9999-01-01,Senior Engineer
469145,1952-02-07,Berhard,Szilard,9999-01-01,Senior Staff
469152,1953-07-02,Odysseas,Vandervoorde,9999-01-01,Staff
469153,1953-05-24,Gad,Masaki,9999-01-01,Senior Staff
469160,1955-01-30,Shan,Haldar,9999-01-01,Senior Staff
469164,1954-03-27,Baruch,Lenart,9999-01-01,Senior Engineer
469168,1955-01-27,Leif,Kugler,9999-01-01,Senior Staff
469174,1954-10-06,Khoa,Rousseau,9999-01-01,Senior Staff
469193,1955-02-22,Lunjin,Mitzlaff,9999-01-01,Senior Staff
469204,1954-11-24,Kayoko,Madeira,9999-01-01,Senior Staff
469230,1953-12-28,Serap,Brizzi,9999-01-01,Senior Engineer
469232,1953-05-26,Prodip,Zambonelli,9999-01-01,Senior Staff
469243,1952-05-05,Sadegh,Rissland,9999-01-01,Senior Staff
469267,1955-11-26,Zhigen,Merey,9999-01-01,Technique Leader
469281,1952-02-22,Shawna,Picht,9999-01-01,Senior Staff
469284,1952-09-25,Karlis,Anido,9999-01-01,Technique Leader
469290,1954-02-16,Mostafa,Varker,9999-01-01,Senior Engineer
469293,1954-03-24,Phule,Koyama,9999-01-01,Senior Staff
469311,1955-10-02,Jenwei,Shimshoni,9999-01-01,Senior Engineer
469313,1954-04-27,Tiina,Hebden,9999-01-01,Senior Staff
469314,1954-11-28,Eberhardt,Krupka,9999-01-01,Senior Engineer
469319,1953-11-15,Uinam,Foote,9999-01-01,Senior Engineer
469340,1953-10-31,Thanasis,Godskesen,9999-01-01,Technique Leader
469357,1954-02-14,Taisook,Domenig,9999-01-01,Technique Leader
469358,1953-08-17,Beshir,Haraldson,9999-01-01,Senior Staff
469362,1953-10-18,Martine,Nishimukai,9999-01-01,Senior Engineer
469365,1955-04-26,Abdelaziz,Schiper,9999-01-01,Senior Staff
469383,1952-03-17,Uli,Malinowski,9999-01-01,Engineer
469384,1954-10-08,Shahab,Nivat,9999-01-01,Senior Staff
469386,1952-06-18,Cristinel,Cangellaris,9999-01-01,Senior Staff
469408,1955-01-14,Shridhar,Reeken,9999-01-01,Senior Engineer
469426,1955-02-20,Naraig,Vakili,9999-01-01,Senior Staff
469431,1954-03-26,Yuguang,Gist,9999-01-01,Senior Staff
469434,1954-02-17,Yuuichi,Gils,9999-01-01,Technique Leader
469439,1954-08-04,Manibrata,Erva,9999-01-01,Staff
469447,1952-11-18,Anneli,Zirintsis,9999-01-01,Senior Staff
469466,1955-11-01,Barton,Birnbaum,9999-01-01,Senior Engineer
469475,1954-08-04,Hein,Munos,9999-01-01,Senior Engineer
469493,1953-12-01,Hugo,Talmon,9999-01-01,Senior Staff
469502,1954-07-04,Xiaoqiang,Lung,9999-01-01,Senior Engineer
469509,1953-07-22,Constantijn,Kaiserswerth,9999-01-01,Senior Engineer
469533,1955-07-07,Insup,Kamble,9999-01-01,Senior Engineer
469536,1953-11-25,Kinh,Chenney,9999-01-01,Senior Staff
469546,1952-04-11,Krassimir,Ginesta,9999-01-01,Senior Engineer
469575,1953-04-06,Mircea,Collavizza,9999-01-01,Senior Staff
469580,1953-05-25,Weiye,Escriba,9999-01-01,Senior Engineer
469598,1953-12-21,Hitomi,Escriba,9999-01-01,Senior Staff
469599,1954-05-02,Arunas,Keirsey,9999-01-01,Senior Engineer
469600,1955-11-10,Mircea,Conry,9999-01-01,Senior Staff
469665,1954-01-21,Manibrata,Bressoud,9999-01-01,Senior Engineer
469670,1954-10-30,Kasidit,Lyonns,9999-01-01,Senior Staff
469671,1955-12-09,Conal,Garrabrants,9999-01-01,Senior Engineer
469672,1952-06-22,Guadalupe,Hashii,9999-01-01,Senior Staff
469678,1955-10-21,Dmitry,Clemencon,9999-01-01,Staff
469696,1952-07-09,Makato,Harnett,9999-01-01,Senior Staff
469699,1954-01-07,Xuejia,Rothe,9999-01-01,Senior Staff
469705,1953-06-19,Denis,Kamber,9999-01-01,Senior Staff
469712,1955-04-24,Yolla,Gargeya,9999-01-01,Assistant Engineer
469713,1954-11-04,Weicheng,Lukaszewicz,9999-01-01,Senior Engineer
469720,1953-01-25,Sarita,Rissland,9999-01-01,Senior Engineer
469726,1953-04-04,Ranga,Stasinski,9999-01-01,Senior Engineer
469728,1953-11-03,Randy,Dratva,9999-01-01,Engineer
469731,1954-11-23,Ramya,Bierman,9999-01-01,Senior Staff
469733,1953-10-07,Vishu,Khasidashvili,9999-01-01,Senior Staff
469740,1953-02-07,Tetsurou,Butterworth,9999-01-01,Senior Staff
469758,1952-04-10,Krisda,Pell,9999-01-01,Senior Engineer
469769,1954-01-28,Ewing,Pelz,9999-01-01,Senior Staff
469770,1955-06-07,Yongmin,Lieberherr,9999-01-01,Senior Staff
469779,1955-05-05,Dayanand,Kaltofen,9999-01-01,Senior Staff
469799,1953-09-03,Genki,Bahl,9999-01-01,Senior Engineer
469806,1953-02-25,Renny,Gelosh,9999-01-01,Senior Engineer
469807,1954-08-27,Bangqing,Huxford,9999-01-01,Technique Leader
469811,1953-03-23,Marco,Braccini,9999-01-01,Senior Staff
469830,1953-07-25,Lillian,Cummings,9999-01-01,Technique Leader
469839,1952-09-25,Godehard,Luga,9999-01-01,Senior Engineer
469855,1954-11-09,Arto,Cherinka,9999-01-01,Senior Engineer
469887,1954-07-13,Gad,Highland,9999-01-01,Senior Engineer
469894,1952-05-12,Fumiyo,Pargas,9999-01-01,Senior Engineer
469899,1954-05-14,Make,Streng,9999-01-01,Senior Staff
469910,1954-04-20,Huiqun,Baranowski,9999-01-01,Senior Engineer
469918,1955-01-10,Tsz,Zongker,9999-01-01,Senior Engineer
469919,1952-04-29,Maya,Isaac,9999-01-01,Senior Engineer
469929,1953-11-23,Isaac,Cardazo,9999-01-01,Senior Staff
469931,1955-01-05,Panayotis,Ruther,9999-01-01,Engineer
469944,1954-06-22,Tianruo,Frijda,9999-01-01,Senior Staff
469951,1952-08-16,Kien,Ebeling,9999-01-01,Engineer
469958,1952-07-29,Mikhail,Orlowska,9999-01-01,Senior Staff
469972,1954-02-23,Zhenhua,Litzler,9999-01-01,Staff
469974,1955-04-30,Djenana,Cochrane,9999-01-01,Senior Engineer
469975,1955-02-10,Akeel,Kusalik,9999-01-01,Engineer
469976,1952-09-25,Mamdouh,Loncour,9999-01-01,Senior Engineer
469985,1953-07-14,Adit,Magliocco,9999-01-01,Senior Engineer
469995,1954-11-01,Kerhong,Birjandi,9999-01-01,Senior Staff
469996,1953-11-15,Yuping,Orlowska,9999-01-01,Senior Engineer
470004,1953-12-27,Sham,Couchot,9999-01-01,Senior Staff
470014,1952-04-21,Gro,Khasidashvili,9999-01-01,Senior Engineer
470017,1952-05-01,Nidapan,Swift,9999-01-01,Senior Staff
470018,1954-08-31,Fuqing,Erez,9999-01-01,Staff
470033,1953-06-24,Carrsten,Ciolek,9999-01-01,Senior Staff
470047,1955-04-28,Heeju,Bridgland,9999-01-01,Senior Staff
470064,1953-01-14,Jiong,Haldar,9999-01-01,Senior Engineer
470078,1952-08-13,Guther,Varley,9999-01-01,Staff
470082,1954-01-24,Goa,Kenevan,9999-01-01,Senior Engineer
470084,1953-08-19,Tsvetan,Krychniak,9999-01-01,Technique Leader
470085,1955-08-13,Xiaoshan,Rajala,9999-01-01,Senior Engineer
470088,1955-08-08,Henk,Brookner,9999-01-01,Senior Engineer
470102,1953-12-31,Tze,Stamatiou,9999-01-01,Senior Staff
470116,1954-09-03,Xiaocheng,Anily,9999-01-01,Senior Engineer
470117,1952-09-17,Hailing,Varman,9999-01-01,Assistant Engineer
470127,1953-06-22,Jahangir,Limongiello,9999-01-01,Engineer
470137,1952-07-08,Nahum,Llado,9999-01-01,Staff
470150,1952-11-07,Richard,Foong,9999-01-01,Senior Staff
470200,1953-12-05,Dipankar,Rosar,9999-01-01,Senior Engineer
470212,1954-11-21,Mark,Fraisse,9999-01-01,Senior Staff
470216,1955-05-29,Luise,Gornas,9999-01-01,Senior Engineer
470234,1953-03-02,Zhonghui,Vanwelkenhuysen,9999-01-01,Engineer
470235,1953-01-19,Yuqun,Hanratty,9999-01-01,Senior Engineer
470264,1953-05-20,Premal,Undy,9999-01-01,Senior Staff
470276,1953-11-01,Ishfaq,Kalorkoti,9999-01-01,Senior Engineer
470278,1955-06-11,Martial,Busillo,9999-01-01,Senior Engineer
470292,1953-01-22,Danco,Swiler,9999-01-01,Senior Staff
470297,1955-08-31,Jaewon,Peha,9999-01-01,Engineer
470309,1954-09-22,Xuedong,Gerlach,9999-01-01,Senior Engineer
470318,1954-02-03,Remmert,Kolinko,9999-01-01,Senior Staff
470319,1955-01-16,Leen,Heping,9999-01-01,Senior Staff
470336,1955-11-25,Kwun,Farrel,9999-01-01,Engineer
470343,1953-07-11,Godehard,Kaelbling,9999-01-01,Engineer
470364,1952-11-05,Pranas,Munawer,9999-01-01,Engineer
470366,1952-11-29,Jianhao,Llado,9999-01-01,Technique Leader
470386,1955-11-25,Yongmin,dAstous,9999-01-01,Senior Staff
470391,1952-09-27,Eishiro,Baezner,9999-01-01,Senior Engineer
470393,1954-09-26,Khatoun,Botman,9999-01-01,Senior Staff
470400,1952-10-15,Kenroku,Chinal,9999-01-01,Senior Staff
470401,1955-07-09,Inderjeet,Roohalamini,9999-01-01,Senior Staff
470411,1952-08-10,Eric,Worfolk,9999-01-01,Senior Engineer
470419,1952-04-17,Fusako,Woycyznski,9999-01-01,Senior Staff
470428,1955-01-16,Gladys,Beausoleil,9999-01-01,Senior Staff
470443,1954-12-26,Ioana,Ciolek,9999-01-01,Engineer
470475,1952-08-08,Josyula,Siepmann,9999-01-01,Senior Staff
470478,1955-01-02,Masaru,Azadmanesh,9999-01-01,Staff
470494,1952-10-16,Fabrizio,Argence,9999-01-01,Senior Staff
470497,1953-02-01,Unal,Reinhard,9999-01-01,Senior Staff
470507,1955-10-30,Kwun,McAlpine,9999-01-01,Senior Staff
470511,1953-02-16,Uno,Kawashima,9999-01-01,Senior Engineer
470531,1954-10-31,Willard,Makrucki,9999-01-01,Senior Staff
470533,1952-10-02,Sakthirel,Comellas,9999-01-01,Senior Staff
470546,1953-12-06,Susanne,Barvinok,9999-01-01,Senior Staff
470550,1954-09-08,Uno,Perng,9999-01-01,Engineer
470554,1952-05-14,Mack,Mungall,9999-01-01,Senior Engineer
470574,1953-02-10,Chrisa,Schaar,9999-01-01,Senior Staff
470578,1954-11-25,Reuven,Staelin,9999-01-01,Senior Staff
470590,1954-07-19,Changho,Birsak,9999-01-01,Engineer
470592,1955-04-17,Debatosh,Munke,9999-01-01,Technique Leader
470603,1952-07-21,Chikara,Kaiser,9999-01-01,Senior Staff
470610,1953-03-29,Jacqueline,Berztiss,9999-01-01,Engineer
470619,1954-10-11,Rimli,Junot,9999-01-01,Senior Staff
470630,1952-04-03,Huican,Jarecki,9999-01-01,Senior Staff
470639,1954-02-26,Xiaoqiang,Thebaut,9999-01-01,Senior Staff
470651,1954-01-30,Aleksandar,Stellhorn,9999-01-01,Senior Engineer
470657,1952-12-30,Richara,Wissmann,9999-01-01,Senior Engineer
470662,1952-07-01,Kenton,Beilner,9999-01-01,Senior Staff
470665,1954-08-03,Mats,Uhrik,9999-01-01,Senior Staff
470666,1953-07-24,Niteen,Pusterhofer,9999-01-01,Senior Engineer
470669,1953-08-25,Shaowei,Dehkordi,9999-01-01,Senior Staff
470673,1953-02-13,Yongqiao,Neiman,9999-01-01,Engineer
470681,1955-12-20,Abdulah,Plump,9999-01-01,Senior Engineer
470687,1955-06-05,Arunas,Gargeya,9999-01-01,Technique Leader
470689,1953-02-17,Tomofumi,Koprowski,9999-01-01,Senior Staff
470715,1955-12-18,Gill,Lorys,9999-01-01,Senior Engineer
470716,1952-12-05,Munehiko,Nitsche,9999-01-01,Engineer
470734,1955-08-08,Zhonghua,Heyers,9999-01-01,Senior Engineer
470739,1955-05-31,Alagu,Kornyak,9999-01-01,Senior Engineer
470741,1955-03-17,Gor,Rijsenbrij,9999-01-01,Technique Leader
470758,1953-11-02,Tsz,Reistad,9999-01-01,Senior Staff
470762,1954-09-16,Ebbe,Cooke,9999-01-01,Senior Engineer
470767,1954-03-04,Sachin,Poehlman,9999-01-01,Senior Engineer
470774,1955-08-22,Tsz,Falster,9999-01-01,Technique Leader
470782,1954-01-26,Fen,Henders,9999-01-01,Senior Staff
470808,1955-09-28,Werner,Dulay,9999-01-01,Senior Engineer
470830,1953-03-11,Paloma,Backhouse,9999-01-01,Senior Staff
470834,1955-06-09,Jianwen,Siochi,9999-01-01,Staff
470840,1952-09-12,Barry,Bernick,9999-01-01,Senior Staff
470845,1955-09-24,Denis,Ozery,9999-01-01,Technique Leader
470861,1954-03-18,Gian,Schaad,9999-01-01,Senior Engineer
470866,1953-11-12,Huai,Berztiss,9999-01-01,Senior Staff
470882,1954-06-02,Mabhin,Sabnani,9999-01-01,Senior Staff
470901,1954-02-12,Aral,Rajaraman,9999-01-01,Senior Staff
470905,1952-06-05,Tesuro,Goodrum,9999-01-01,Senior Staff
470933,1952-02-27,Lakshmi,Walstra,9999-01-01,Technique Leader
470973,1954-06-05,Juyoung,Zastre,9999-01-01,Senior Engineer
470976,1952-12-19,Snehasis,Dredge,9999-01-01,Senior Staff
470979,1954-08-13,Nahum,dAstous,9999-01-01,Senior Engineer
471001,1955-10-14,Parke,Schade,9999-01-01,Senior Engineer
471017,1954-01-03,Miomir,Erie,9999-01-01,Senior Engineer
471036,1955-09-17,Yishay,Muhlberg,9999-01-01,Senior Engineer
471038,1953-11-24,Arumugam,Marrakchi,9999-01-01,Senior Engineer
471039,1954-12-03,Satoru,Menhoudj,9999-01-01,Staff
471047,1955-09-06,Sadok,Karunanithi,9999-01-01,Senior Staff
471050,1954-12-15,Mingdong,Sluis,9999-01-01,Senior Engineer
471064,1953-04-11,Anoosh,Perl,9999-01-01,Senior Engineer
471065,1953-12-08,Herbert,Stafford,9999-01-01,Senior Staff
471073,1954-11-14,Vugranam,Bresenham,9999-01-01,Senior Engineer
471079,1952-12-24,Kasturi,Swiss,9999-01-01,Senior Staff
471080,1953-07-03,Jeane,Morton,9999-01-01,Staff
471096,1954-06-06,Ingmar,Merli,9999-01-01,Senior Engineer
471103,1953-06-08,Zissis,Bouloucos,9999-01-01,Engineer
471107,1953-03-21,Akeno,Muhlberg,9999-01-01,Senior Engineer
471124,1954-09-01,Shakhar,Falck,9999-01-01,Technique Leader
471131,1952-05-23,Subhankar,Wixon,9999-01-01,Senior Staff
471136,1952-12-12,Arvind,Birch,9999-01-01,Engineer
471139,1952-05-23,Kiyotoshi,Collavizza,9999-01-01,Engineer
471140,1953-04-27,Noritoshi,Halloran,9999-01-01,Senior Engineer
471151,1953-07-12,Murthy,Curless,9999-01-01,Senior Staff
471153,1955-10-29,Dante,Willoner,9999-01-01,Senior Engineer
471155,1954-02-18,Samphel,Kaiser,9999-01-01,Senior Engineer
471156,1952-12-17,Venkatesan,Shimshoni,9999-01-01,Senior Engineer
471160,1954-05-18,Shounak,Unni,9999-01-01,Senior Engineer
471162,1954-08-02,Renee,Pouyioutas,9999-01-01,Senior Staff
471173,1952-03-21,Bedrich,Kaiser,9999-01-01,Senior Engineer
471180,1952-04-30,Gianluca,Mitchem,9999-01-01,Senior Engineer
471183,1953-05-30,Remco,Trumbly,9999-01-01,Technique Leader
471198,1955-03-20,Bouchung,Peck,9999-01-01,Senior Engineer
471203,1955-11-30,Jianhao,Serot,9999-01-01,Senior Engineer
471233,1952-10-25,Shigehito,Kalefeld,9999-01-01,Senior Staff
471239,1953-03-09,Adas,Marletta,9999-01-01,Senior Staff
471244,1955-12-16,Brigham,Kalorkoti,9999-01-01,Senior Staff
471250,1955-09-30,Sivanarayana,Ferretti,9999-01-01,Senior Staff
471255,1952-05-14,Mohua,Luck,9999-01-01,Senior Engineer
471271,1952-12-03,Domenico,Kushnir,9999-01-01,Senior Staff
471276,1955-12-09,Sajjad,Munck,9999-01-01,Technique Leader
471293,1953-02-13,Christoper,Ranon,9999-01-01,Senior Engineer
471295,1953-02-14,Pragnesh,Cronau,9999-01-01,Senior Staff
471297,1952-08-01,Zeljko,Ramras,9999-01-01,Engineer
471300,1953-12-06,Jaana,Rassart,9999-01-01,Senior Staff
471304,1954-06-22,Shrikanth,Barvinok,9999-01-01,Senior Engineer
471322,1953-08-27,Aloys,Poupard,9999-01-01,Senior Engineer
471327,1953-03-01,Ziva,Paciorek,9999-01-01,Senior Engineer
471332,1955-04-28,Terresa,Bolotov,9999-01-01,Senior Engineer
471336,1953-01-26,Florian,Diderrich,9999-01-01,Senior Staff
471353,1952-03-11,Ayonca,Naumovich,9999-01-01,Senior Staff
471361,1954-02-12,Gaurav,Gewali,9999-01-01,Staff
471363,1953-12-22,Isamu,Sridhar,9999-01-01,Senior Staff
471375,1953-07-17,Youssef,Beeson,9999-01-01,Senior Staff
471383,1955-06-09,Mohammed,Aamodt,9999-01-01,Senior Engineer
471385,1954-12-02,Nirmal,Ratzlaff,9999-01-01,Senior Engineer
471388,1955-12-10,Amalendu,Poupard,9999-01-01,Senior Staff
471391,1955-07-18,Janche,Ghandeharizadeh,9999-01-01,Senior Engineer
471395,1954-03-01,Rasikan,Eickenmeyer,9999-01-01,Senior Staff
471396,1954-05-29,Monique,Itschner,9999-01-01,Senior Staff
471404,1954-06-17,Toshimo,Kopetz,9999-01-01,Senior Staff
471418,1955-09-28,Chinhyun,Ishibashi,9999-01-01,Senior Staff
471419,1954-05-04,Gully,Monarch,9999-01-01,Senior Engineer
471422,1953-10-20,Teunis,Atchley,9999-01-01,Staff
471424,1955-08-07,Freyja,Jiang,9999-01-01,Senior Staff
471425,1953-07-11,Shen,Asmuth,9999-01-01,Senior Engineer
471433,1954-06-12,Takanari,Khamsi,9999-01-01,Senior Engineer
471437,1953-03-19,Christoper,Impagliazzo,9999-01-01,Engineer
471439,1952-10-17,Theirry,Czaja,9999-01-01,Staff
471444,1953-10-12,Xinan,Welham,9999-01-01,Senior Staff
471445,1954-12-30,Duangkaew,Zaccaria,9999-01-01,Senior Engineer
471449,1955-10-24,Kellyn,Velardi,9999-01-01,Senior Engineer
471461,1953-11-29,Jovan,Brickell,9999-01-01,Senior Staff
471467,1953-05-03,Nimmagadda,Gien,9999-01-01,Senior Engineer
471472,1952-10-01,Youjian,Halloran,9999-01-01,Senior Engineer
471483,1953-07-21,Janalee,Ozeki,9999-01-01,Staff
471517,1952-02-16,Arnd,Siochi,9999-01-01,Senior Staff
471529,1952-12-03,Munir,Aloia,9999-01-01,Senior Staff
471540,1955-05-01,Odoardo,Baca,9999-01-01,Senior Engineer
471545,1954-11-19,Kwangyoen,Guting,9999-01-01,Technique Leader
471546,1955-10-20,Cedric,Picht,9999-01-01,Senior Staff
471549,1953-01-25,Alejandro,Ramsak,9999-01-01,Engineer
471550,1952-12-23,Sadegh,Fujisaki,9999-01-01,Senior Staff
471577,1954-11-19,Xiaoheng,Maccarone,9999-01-01,Senior Engineer
471584,1954-06-22,Volkmar,Ranon,9999-01-01,Engineer
471589,1954-07-16,Jiong,Vuskovic,9999-01-01,Senior Staff
471606,1954-04-14,Masadi,Kropp,9999-01-01,Senior Engineer
471622,1954-08-12,Baziley,Rothenberg,9999-01-01,Senior Staff
471631,1953-04-20,Mingsen,Ibel,9999-01-01,Senior Staff
471633,1955-10-13,Kyoichi,Jervis,9999-01-01,Senior Staff
471637,1953-01-24,Jaihie,Butner,9999-01-01,Engineer
471646,1954-12-18,Leandro,Unni,9999-01-01,Senior Engineer
471647,1954-10-27,Zhiwei,Puppe,9999-01-01,Senior Staff
471664,1955-10-06,Breannda,Bharadwaj,9999-01-01,Assistant Engineer
471678,1955-02-04,Babette,Koshiba,9999-01-01,Senior Engineer
