emp_no,title,to_date,salary,birth_date
494147,Senior Staff,9999-01-01,40000,1955-08-21
494149,Engineer,9999-01-01,51922,1953-03-08
494155,Senior Staff,9999-01-01,77581,1955-09-04
494156,Senior Engineer,9999-01-01,40000,1955-05-11
494162,Engineer,9999-01-01,40000,1952-03-12
494163,Engineer,9999-01-01,54999,1954-02-04
494166,Assistant Engineer,9999-01-01,40000,1953-07-29
494167,Senior Staff,9999-01-01,40000,1955-09-01
494170,Engineer,9999-01-01,40000,1954-12-22
494172,Staff,9999-01-01,40000,1954-08-03
494179,Senior Engineer,9999-01-01,40000,1954-01-18
494185,Engineer,9999-01-01,58703,1955-07-14
494189,Senior Engineer,9999-01-01,54848,1952-10-17
494199,Senior Staff,9999-01-01,55929,1954-02-05
494204,Senior Staff,9999-01-01,65937,1954-09-06
494207,Engineer,9999-01-01,40000,1954-08-01
494219,Senior Engineer,9999-01-01,56979,1953-05-23
494220,Senior Engineer,9999-01-01,48816,1955-10-20
494222,Senior Engineer,9999-01-01,51022,1952-03-02
494234,Engineer,9999-01-01,52012,1953-08-23
494239,Senior Staff,9999-01-01,80465,1953-06-24
494257,Senior Engineer,9999-01-01,40000,1955-04-15
494266,Technique Leader,9999-01-01,52987,1954-02-14
494270,Senior Staff,9999-01-01,88487,1953-03-17
494271,Senior Engineer,9999-01-01,62257,1955-05-22
494272,Senior Engineer,9999-01-01,40000,1954-09-20
494273,Staff,9999-01-01,75074,1954-02-23
494278,Engineer,9999-01-01,40000,1953-05-07
494287,Senior Staff,9999-01-01,46334,1955-07-08
494290,Senior Staff,9999-01-01,40000,1952-03-04
494293,Senior Engineer,9999-01-01,40000,1952-11-28
494297,Senior Engineer,9999-01-01,44635,1952-03-10
494300,Staff,9999-01-01,80772,1952-02-06
494301,Senior Engineer,9999-01-01,40000,1954-07-25
494305,Engineer,9999-01-01,50462,1955-04-28
494308,Senior Staff,9999-01-01,69285,1954-05-11
494314,Senior Staff,9999-01-01,40000,1953-01-25
494316,Senior Staff,9999-01-01,55135,1955-07-07
494319,Senior Staff,9999-01-01,65203,1952-02-09
494321,Senior Staff,9999-01-01,63881,1954-07-03
494324,Senior Engineer,9999-01-01,40000,1954-09-21
494325,Senior Staff,9999-01-01,106670,1954-09-12
494327,Senior Engineer,9999-01-01,40000,1954-09-28
494337,Engineer,9999-01-01,58826,1954-03-21
494339,Senior Engineer,9999-01-01,40000,1954-07-07
494346,Staff,9999-01-01,90170,1952-08-11
494348,Senior Engineer,9999-01-01,57432,1952-08-22
494352,Staff,9999-01-01,71784,1952-12-06
494355,Assistant Engineer,9999-01-01,40000,1955-05-14
494357,Senior Engineer,9999-01-01,52415,1955-12-09
494366,Senior Engineer,9999-01-01,40000,1952-06-24
494375,Senior Engineer,9999-01-01,53523,1955-10-03
494380,Senior Staff,9999-01-01,99202,1955-08-12
494381,Senior Staff,9999-01-01,77582,1952-08-06
494392,Senior Staff,9999-01-01,86130,1955-01-30
494398,Senior Staff,9999-01-01,47550,1953-09-25
494400,Staff,9999-01-01,79554,1952-06-02
494404,Senior Staff,9999-01-01,56415,1952-03-25
494406,Senior Staff,9999-01-01,55211,1953-07-17
494409,Technique Leader,9999-01-01,40000,1955-04-08
494417,Senior Staff,9999-01-01,55252,1952-07-07
494420,Senior Engineer,9999-01-01,40000,1952-04-04
494422,Senior Staff,9999-01-01,50675,1955-08-24
494423,Senior Staff,9999-01-01,67339,1952-10-20
494425,Senior Staff,9999-01-01,58611,1952-09-14
494428,Senior Staff,9999-01-01,72412,1953-08-01
494429,Senior Engineer,9999-01-01,48092,1953-12-13
494433,Senior Engineer,9999-01-01,40000,1955-05-19
494443,Senior Engineer,9999-01-01,40601,1954-06-28
494452,Staff,9999-01-01,71241,1953-01-06
494456,Senior Engineer,9999-01-01,40000,1955-02-04
494458,Staff,9999-01-01,40000,1954-08-22
494460,Staff,9999-01-01,67764,1952-05-30
494473,Senior Engineer,9999-01-01,59639,1953-03-12
494474,Senior Staff,9999-01-01,57525,1954-07-26
494479,Senior Engineer,9999-01-01,49617,1952-09-22
494482,Senior Staff,9999-01-01,40000,1952-08-21
494483,Senior Engineer,9999-01-01,40000,1955-12-01
494484,Senior Staff,9999-01-01,40000,1955-05-04
494495,Staff,9999-01-01,40000,1954-07-17
494499,Engineer,9999-01-01,40000,1953-10-15
494506,Senior Staff,9999-01-01,40000,1952-03-11
494511,Engineer,9999-01-01,45666,1954-06-22
494520,Senior Staff,9999-01-01,40000,1953-02-15
494522,Senior Staff,9999-01-01,66871,1954-05-27
494524,Senior Engineer,9999-01-01,46966,1954-04-05
494539,Senior Engineer,9999-01-01,45681,1955-05-25
494547,Senior Staff,9999-01-01,74074,1952-04-11
494548,Senior Engineer,9999-01-01,47302,1954-10-28
494549,Senior Staff,9999-01-01,70893,1954-03-10
494554,Senior Staff,9999-01-01,40000,1954-07-16
494555,Staff,9999-01-01,50723,1953-09-27
494558,Staff,9999-01-01,40000,1952-11-24
494563,Senior Staff,9999-01-01,40000,1954-11-03
494567,Staff,9999-01-01,40000,1954-06-01
494569,Senior Staff,9999-01-01,40000,1954-06-29
494572,Engineer,9999-01-01,50800,1954-04-02
494574,Senior Engineer,9999-01-01,40000,1952-05-03
494583,Engineer,9999-01-01,54082,1954-11-03
494584,Engineer,9999-01-01,40000,1954-08-02
494585,Senior Engineer,9999-01-01,40000,1954-06-30
494586,Senior Engineer,9999-01-01,40000,1954-12-02
494587,Senior Engineer,9999-01-01,54637,1952-04-01
494589,Engineer,9999-01-01,40000,1952-10-02
494591,Senior Staff,9999-01-01,48032,1952-11-20
494608,Staff,9999-01-01,75403,1952-10-07
494610,Senior Engineer,9999-01-01,40000,1952-05-21
494627,Senior Engineer,9999-01-01,50195,1953-05-15
494634,Senior Engineer,9999-01-01,51202,1954-02-19
494636,Engineer,9999-01-01,79854,1955-03-06
494642,Engineer,9999-01-01,57404,1953-10-11
494644,Engineer,9999-01-01,40000,1952-07-20
494648,Senior Staff,9999-01-01,40000,1953-05-31
494665,Senior Staff,9999-01-01,64748,1952-05-14
494682,Senior Staff,9999-01-01,40000,1954-04-03
494683,Senior Staff,9999-01-01,62561,1952-02-29
494692,Senior Staff,9999-01-01,40000,1954-03-25
494695,Senior Staff,9999-01-01,63434,1955-04-07
494697,Engineer,9999-01-01,47675,1953-03-13
494708,Senior Staff,9999-01-01,40000,1953-03-12
494710,Senior Staff,9999-01-01,40000,1953-05-09
494714,Senior Staff,9999-01-01,54537,1954-11-22
494722,Senior Staff,9999-01-01,57389,1955-06-22
494726,Senior Staff,9999-01-01,70061,1955-10-03
494736,Senior Engineer,9999-01-01,40000,1955-04-22
494741,Engineer,9999-01-01,42061,1953-10-26
494743,Technique Leader,9999-01-01,42948,1953-03-31
494750,Staff,9999-01-01,54655,1954-03-31
494759,Senior Staff,9999-01-01,64054,1954-08-22
494763,Senior Engineer,9999-01-01,40073,1953-01-05
494767,Senior Staff,9999-01-01,92838,1955-06-18
494768,Staff,9999-01-01,40000,1953-04-25
494769,Senior Staff,9999-01-01,89302,1955-09-18
494775,Senior Engineer,9999-01-01,58543,1955-10-28
494776,Senior Engineer,9999-01-01,40000,1953-07-02
494778,Senior Engineer,9999-01-01,54917,1953-09-10
494783,Senior Engineer,9999-01-01,40000,1954-12-10
494785,Engineer,9999-01-01,40000,1954-01-29
494788,Engineer,9999-01-01,75092,1953-06-22
494792,Senior Engineer,9999-01-01,45353,1955-06-13
494793,Engineer,9999-01-01,61484,1952-07-23
494794,Engineer,9999-01-01,42245,1952-05-14
494798,Senior Engineer,9999-01-01,40000,1954-01-30
494802,Senior Engineer,9999-01-01,40000,1955-04-09
494804,Senior Staff,9999-01-01,40000,1955-11-21
494807,Senior Staff,9999-01-01,50562,1955-11-02
494813,Senior Engineer,9999-01-01,50007,1955-12-11
494815,Senior Staff,9999-01-01,69805,1955-10-22
494816,Senior Staff,9999-01-01,52915,1953-11-02
494820,Senior Staff,9999-01-01,85208,1955-02-05
494822,Senior Staff,9999-01-01,77435,1955-04-21
494831,Senior Engineer,9999-01-01,58843,1953-08-27
494832,Senior Engineer,9999-01-01,40000,1952-05-24
494833,Senior Engineer,9999-01-01,47144,1952-06-10
494834,Staff,9999-01-01,86012,1954-02-13
494835,Senior Staff,9999-01-01,65198,1955-04-10
494849,Senior Staff,9999-01-01,73358,1954-05-16
494853,Senior Staff,9999-01-01,72948,1952-10-05
494854,Senior Staff,9999-01-01,73340,1954-11-30
494858,Senior Staff,9999-01-01,40000,1954-10-21
494862,Assistant Engineer,9999-01-01,40000,1955-10-16
494872,Staff,9999-01-01,80100,1953-06-08
494881,Engineer,9999-01-01,64544,1953-02-11
494884,Staff,9999-01-01,51976,1954-03-30
494885,Senior Staff,9999-01-01,79216,1953-05-22
494891,Senior Engineer,9999-01-01,40000,1953-10-25
494893,Technique Leader,9999-01-01,44055,1954-06-17
494897,Senior Engineer,9999-01-01,40000,1955-05-31
494898,Senior Staff,9999-01-01,48474,1953-08-21
494899,Senior Engineer,9999-01-01,40534,1952-12-31
494906,Senior Staff,9999-01-01,40000,1954-12-25
494909,Senior Staff,9999-01-01,57727,1952-05-30
494913,Senior Engineer,9999-01-01,40000,1955-12-05
494919,Senior Engineer,9999-01-01,40000,1952-03-29
494923,Engineer,9999-01-01,40000,1955-09-04
494927,Senior Engineer,9999-01-01,40000,1954-02-02
494931,Senior Engineer,9999-01-01,41333,1954-12-09
494947,Senior Staff,9999-01-01,43893,1952-09-03
494951,Staff,9999-01-01,72851,1954-12-18
494953,Senior Staff,9999-01-01,40000,1953-11-01
494954,Engineer,9999-01-01,41688,1955-07-02
494961,Senior Engineer,9999-01-01,64478,1955-11-04
494963,Senior Staff,9999-01-01,54720,1953-04-14
494967,Senior Staff,9999-01-01,60411,1952-03-02
494969,Senior Engineer,9999-01-01,56008,1952-02-29
494971,Engineer,9999-01-01,40000,1952-07-07
494973,Senior Staff,9999-01-01,76564,1953-10-13
494974,Engineer,9999-01-01,43200,1955-01-06
494976,Senior Engineer,9999-01-01,41582,1954-02-17
494998,Engineer,9999-01-01,46828,1953-01-22
495004,Technique Leader,9999-01-01,40708,1953-07-05
495006,Senior Engineer,9999-01-01,87574,1955-03-07
495007,Technique Leader,9999-01-01,52013,1954-03-08
495008,Technique Leader,9999-01-01,46347,1953-08-26
495014,Engineer,9999-01-01,40000,1952-05-18
495015,Senior Engineer,9999-01-01,40000,1952-03-28
495020,Senior Engineer,9999-01-01,56634,1953-01-06
495026,Senior Staff,9999-01-01,74365,1955-01-11
495033,Senior Staff,9999-01-01,63432,1953-12-07
495037,Staff,9999-01-01,45336,1953-02-10
495038,Senior Staff,9999-01-01,72130,1952-06-30
495047,Senior Staff,9999-01-01,40000,1952-03-18
495052,Senior Engineer,9999-01-01,43351,1952-05-03
495054,Senior Engineer,9999-01-01,53995,1952-09-25
495058,Staff,9999-01-01,40000,1952-11-09
495059,Senior Engineer,9999-01-01,45857,1952-06-07
495060,Senior Engineer,9999-01-01,44011,1955-06-06
495061,Senior Staff,9999-01-01,71640,1955-02-07
495062,Senior Staff,9999-01-01,70608,1952-09-11
495065,Senior Staff,9999-01-01,73193,1952-12-11
495066,Engineer,9999-01-01,40000,1952-02-02
495067,Senior Staff,9999-01-01,74486,1952-06-14
495069,Staff,9999-01-01,40000,1953-02-10
495071,Technique Leader,9999-01-01,40000,1955-01-03
495073,Senior Staff,9999-01-01,51291,1954-05-19
495079,Engineer,9999-01-01,77175,1955-02-02
495082,Staff,9999-01-01,67789,1955-11-09
495087,Senior Staff,9999-01-01,40000,1952-12-16
495088,Technique Leader,9999-01-01,41372,1953-03-08
495094,Senior Engineer,9999-01-01,52531,1955-09-12
495097,Senior Staff,9999-01-01,40000,1953-07-08
495107,Staff,9999-01-01,80453,1953-12-01
495111,Senior Engineer,9999-01-01,45764,1953-09-22
495112,Engineer,9999-01-01,48876,1955-12-12
495117,Senior Engineer,9999-01-01,42377,1954-09-02
495120,Engineer,9999-01-01,64638,1952-03-20
495127,Senior Staff,9999-01-01,40000,1954-11-15
495131,Staff,9999-01-01,57611,1955-03-20
495132,Staff,9999-01-01,49700,1952-03-20
495135,Engineer,9999-01-01,40000,1952-07-03
495136,Senior Staff,9999-01-01,83597,1954-03-13
495140,Staff,9999-01-01,45712,1953-06-20
495144,Staff,9999-01-01,73321,1954-07-22
495148,Senior Staff,9999-01-01,40000,1952-08-17
495152,Engineer,9999-01-01,40000,1955-06-20
495164,Senior Engineer,9999-01-01,57137,1954-08-05
495173,Senior Engineer,9999-01-01,40000,1954-06-05
495174,Senior Staff,9999-01-01,73084,1955-12-11
495175,Senior Engineer,9999-01-01,43092,1952-12-04
495181,Engineer,9999-01-01,41312,1953-11-19
495183,Senior Engineer,9999-01-01,49655,1953-04-28
495191,Senior Staff,9999-01-01,40000,1952-08-07
495192,Senior Staff,9999-01-01,62394,1954-08-06
495205,Senior Staff,9999-01-01,55130,1952-03-23
495206,Senior Engineer,9999-01-01,40000,1953-02-08
495216,Senior Engineer,9999-01-01,41450,1954-07-30
495219,Senior Staff,9999-01-01,51004,1955-05-09
495225,Senior Engineer,9999-01-01,41002,1955-03-25
495226,Senior Staff,9999-01-01,56423,1953-11-16
495231,Engineer,9999-01-01,40000,1954-01-13
495233,Engineer,9999-01-01,40750,1953-12-19
495235,Senior Staff,9999-01-01,66521,1954-09-24
495236,Senior Engineer,9999-01-01,57382,1954-10-03
495237,Technique Leader,9999-01-01,40000,1954-06-29
495238,Staff,9999-01-01,61423,1952-12-09
495242,Engineer,9999-01-01,40000,1955-02-02
495245,Senior Engineer,9999-01-01,40000,1955-10-28
495248,Staff,9999-01-01,78810,1952-12-07
495249,Senior Engineer,9999-01-01,85259,1953-04-06
495254,Staff,9999-01-01,63165,1953-04-15
495268,Engineer,9999-01-01,40000,1952-06-27
495277,Assistant Engineer,9999-01-01,40000,1955-09-04
495279,Senior Staff,9999-01-01,40000,1954-04-04
495281,Staff,9999-01-01,70843,1955-02-13
495282,Senior Engineer,9999-01-01,40000,1954-02-18
495283,Senior Engineer,9999-01-01,40000,1954-12-09
495287,Senior Staff,9999-01-01,56949,1954-01-21
495289,Senior Staff,9999-01-01,40000,1952-11-26
495294,Senior Engineer,9999-01-01,51994,1952-03-15
495296,Senior Staff,9999-01-01,40000,1955-11-30
495301,Senior Staff,9999-01-01,40000,1953-08-25
495309,Senior Engineer,9999-01-01,54921,1954-03-04
495316,Senior Engineer,9999-01-01,46590,1953-12-16
495317,Senior Engineer,9999-01-01,42118,1954-07-19
495318,Senior Staff,9999-01-01,88606,1955-11-29
495319,Senior Engineer,9999-01-01,44872,1955-11-26
495320,Staff,9999-01-01,53415,1953-01-24
495323,Senior Engineer,9999-01-01,59822,1952-08-06
495324,Staff,9999-01-01,49632,1953-11-28
495326,Senior Staff,9999-01-01,63524,1953-04-14
495329,Senior Staff,9999-01-01,40000,1954-05-28
495331,Senior Engineer,9999-01-01,57946,1953-03-09
495342,Senior Engineer,9999-01-01,46178,1955-08-05
495343,Senior Engineer,9999-01-01,54460,1954-05-19
495351,Senior Engineer,9999-01-01,42405,1955-08-22
495353,Senior Engineer,9999-01-01,40000,1954-12-03
495364,Senior Engineer,9999-01-01,51082,1952-04-30
495366,Senior Staff,9999-01-01,71866,1955-04-17
495367,Senior Engineer,9999-01-01,46654,1953-06-14
495370,Senior Staff,9999-01-01,41606,1954-03-04
495376,Senior Engineer,9999-01-01,40596,1952-09-10
495377,Engineer,9999-01-01,53544,1952-11-07
495379,Senior Staff,9999-01-01,43648,1954-05-31
495380,Senior Staff,9999-01-01,63329,1952-11-03
495381,Assistant Engineer,9999-01-01,57897,1953-01-15
495382,Engineer,9999-01-01,55647,1955-03-14
495390,Technique Leader,9999-01-01,60955,1952-04-15
495393,Senior Engineer,9999-01-01,40000,1954-03-12
495394,Technique Leader,9999-01-01,40000,1953-10-25
495398,Engineer,9999-01-01,45089,1952-09-18
495399,Senior Engineer,9999-01-01,40000,1954-12-31
495403,Senior Engineer,9999-01-01,51680,1955-08-22
495409,Senior Staff,9999-01-01,74186,1955-02-23
495410,Engineer,9999-01-01,57399,1953-06-15
495412,Engineer,9999-01-01,41489,1952-06-04
495415,Senior Staff,9999-01-01,46927,1952-04-22
495416,Senior Staff,9999-01-01,74369,1955-11-20
495426,Senior Staff,9999-01-01,55534,1954-11-19
495428,Senior Engineer,9999-01-01,47604,1953-10-07
495429,Staff,9999-01-01,60979,1955-07-09
495432,Senior Staff,9999-01-01,50347,1952-11-23
495436,Senior Staff,9999-01-01,40000,1953-11-29
495437,Senior Engineer,9999-01-01,51634,1955-04-02
495453,Senior Engineer,9999-01-01,42211,1953-06-22
495456,Staff,9999-01-01,40000,1955-06-04
495458,Senior Staff,9999-01-01,40000,1953-03-06
495459,Senior Staff,9999-01-01,67484,1952-07-10
495460,Senior Staff,9999-01-01,54476,1954-09-28
495461,Staff,9999-01-01,51100,1955-10-11
495466,Senior Staff,9999-01-01,78297,1954-11-24
495467,Senior Engineer,9999-01-01,40000,1953-07-03
495468,Assistant Engineer,9999-01-01,55281,1953-09-12
495470,Senior Engineer,9999-01-01,40905,1955-08-01
495487,Senior Engineer,9999-01-01,40000,1952-09-15
495489,Senior Engineer,9999-01-01,40000,1953-10-15
495490,Senior Staff,9999-01-01,76268,1955-11-29
495499,Senior Staff,9999-01-01,40000,1954-02-08
495502,Senior Engineer,9999-01-01,40000,1954-05-27
495509,Technique Leader,9999-01-01,58992,1955-11-26
495515,Senior Engineer,9999-01-01,40000,1954-08-05
495518,Technique Leader,9999-01-01,40590,1953-06-06
495520,Staff,9999-01-01,63595,1952-05-18
495523,Senior Engineer,9999-01-01,54677,1955-02-26
495525,Senior Staff,9999-01-01,63658,1954-03-02
495533,Senior Engineer,9999-01-01,69772,1955-12-23
495539,Technique Leader,9999-01-01,40000,1952-05-23
495541,Senior Engineer,9999-01-01,54283,1955-05-03
495543,Senior Staff,9999-01-01,80318,1952-07-07
495546,Senior Staff,9999-01-01,40000,1953-05-05
495547,Senior Engineer,9999-01-01,43822,1952-06-03
495552,Staff,9999-01-01,40000,1952-06-28
495558,Senior Engineer,9999-01-01,40000,1952-08-20
495565,Senior Engineer,9999-01-01,41799,1955-03-02
495566,Senior Engineer,9999-01-01,40000,1954-06-05
495575,Technique Leader,9999-01-01,42156,1954-05-14
495587,Senior Staff,9999-01-01,51085,1952-09-07
495588,Senior Staff,9999-01-01,43718,1952-08-06
495595,Senior Staff,9999-01-01,57417,1955-06-16
495596,Staff,9999-01-01,72365,1954-06-20
495599,Senior Engineer,9999-01-01,60898,1952-05-17
495602,Engineer,9999-01-01,40000,1952-07-06
495605,Senior Staff,9999-01-01,57837,1955-08-06
495608,Senior Engineer,9999-01-01,53728,1955-01-02
495611,Senior Staff,9999-01-01,59285,1954-09-09
495615,Senior Staff,9999-01-01,60315,1953-08-03
495621,Senior Staff,9999-01-01,56346,1953-07-14
495625,Senior Engineer,9999-01-01,55226,1952-12-25
495630,Engineer,9999-01-01,56357,1952-12-13
495631,Senior Staff,9999-01-01,40000,1955-06-18
495644,Senior Engineer,9999-01-01,46952,1954-02-07
495648,Senior Staff,9999-01-01,58747,1954-07-02
495650,Senior Staff,9999-01-01,40000,1954-10-22
495651,Senior Staff,9999-01-01,56445,1953-05-07
495652,Senior Engineer,9999-01-01,46633,1955-12-26
495659,Senior Staff,9999-01-01,75689,1953-07-01
495666,Engineer,9999-01-01,47107,1953-04-04
495670,Engineer,9999-01-01,40000,1952-10-05
495680,Engineer,9999-01-01,55447,1952-10-20
495681,Senior Engineer,9999-01-01,59454,1955-06-29
495686,Senior Staff,9999-01-01,61172,1954-12-05
495687,Senior Engineer,9999-01-01,58326,1954-01-04
495697,Staff,9999-01-01,41471,1955-07-28
495701,Senior Engineer,9999-01-01,41677,1952-09-06
495710,Staff,9999-01-01,68460,1952-08-17
495711,Engineer,9999-01-01,49637,1955-04-16
495718,Senior Engineer,9999-01-01,46202,1954-06-16
495719,Engineer,9999-01-01,49242,1955-02-16
495721,Engineer,9999-01-01,42754,1954-02-07
495722,Senior Engineer,9999-01-01,40000,1953-10-12
495739,Senior Engineer,9999-01-01,40000,1954-12-13
495742,Senior Engineer,9999-01-01,40000,1952-03-17
495744,Senior Staff,9999-01-01,40000,1954-07-21
495750,Senior Engineer,9999-01-01,40000,1954-04-05
495755,Senior Staff,9999-01-01,70106,1953-08-28
495761,Staff,9999-01-01,67832,1952-06-04
495767,Senior Staff,9999-01-01,40000,1952-07-01
495768,Senior Engineer,9999-01-01,40000,1952-11-25
495770,Engineer,9999-01-01,40000,1954-06-15
495776,Technique Leader,9999-01-01,42971,1954-08-16
495779,Senior Staff,9999-01-01,42689,1955-08-29
495790,Staff,9999-01-01,66230,1953-09-05
495804,Senior Engineer,9999-01-01,45640,1953-10-10
495807,Senior Engineer,9999-01-01,40000,1953-03-04
495811,Senior Staff,9999-01-01,55622,1953-05-23
495821,Staff,9999-01-01,40000,1952-07-09
495826,Senior Staff,9999-01-01,40000,1954-03-02
495828,Senior Staff,9999-01-01,50868,1955-11-28
495830,Staff,9999-01-01,61867,1954-06-14
495836,Senior Engineer,9999-01-01,47828,1954-01-07
495837,Senior Engineer,9999-01-01,40000,1955-04-06
495841,Senior Engineer,9999-01-01,40146,1953-02-13
495844,Senior Staff,9999-01-01,69457,1953-06-03
495851,Staff,9999-01-01,40000,1954-07-22
495860,Senior Engineer,9999-01-01,40000,1953-04-08
495862,Senior Staff,9999-01-01,65935,1955-10-17
495869,Senior Staff,9999-01-01,70571,1954-03-08
495874,Senior Staff,9999-01-01,85275,1953-03-01
495876,Senior Engineer,9999-01-01,40028,1954-02-26
495879,Technique Leader,9999-01-01,40000,1954-11-28
495882,Engineer,9999-01-01,68668,1952-09-14
495884,Senior Staff,9999-01-01,73606,1955-02-25
495887,Senior Staff,9999-01-01,53317,1955-10-27
495894,Senior Staff,9999-01-01,40000,1952-02-16
495895,Senior Staff,9999-01-01,46325,1954-07-30
495896,Senior Staff,9999-01-01,68634,1955-07-01
495901,Staff,9999-01-01,57276,1953-05-24
495909,Staff,9999-01-01,58014,1954-07-05
495923,Senior Engineer,9999-01-01,40000,1954-12-18
495925,Senior Engineer,9999-01-01,41635,1952-10-11
495937,Staff,9999-01-01,48737,1952-03-29
495939,Senior Engineer,9999-01-01,63091,1952-10-19
495941,Senior Staff,9999-01-01,40000,1952-08-28
495947,Senior Engineer,9999-01-01,40000,1952-04-05
495949,Staff,9999-01-01,40000,1954-11-11
495958,Staff,9999-01-01,40000,1952-02-27
495961,Senior Staff,9999-01-01,40000,1952-05-23
495972,Senior Staff,9999-01-01,40000,1953-10-20
495982,Staff,9999-01-01,40000,1953-07-27
495993,Senior Staff,9999-01-01,46645,1952-07-22
495997,Senior Engineer,9999-01-01,40000,1955-02-12
496002,Senior Engineer,9999-01-01,41099,1953-04-05
496008,Senior Staff,9999-01-01,79083,1954-07-14
496009,Senior Engineer,9999-01-01,40000,1954-08-26
496010,Engineer,9999-01-01,54272,1953-04-18
496012,Senior Engineer,9999-01-01,40596,1954-09-18
496014,Senior Engineer,9999-01-01,40000,1955-05-18
496017,Senior Staff,9999-01-01,50839,1952-04-05
496018,Staff,9999-01-01,82037,1953-06-29
496020,Staff,9999-01-01,58868,1953-06-27
496023,Senior Engineer,9999-01-01,48491,1955-11-10
496032,Senior Staff,9999-01-01,77819,1954-07-28
496039,Senior Staff,9999-01-01,71791,1953-04-03
496045,Engineer,9999-01-01,50040,1953-08-02
496049,Technique Leader,9999-01-01,41178,1953-10-12
496055,Senior Staff,9999-01-01,46884,1955-04-19
496056,Senior Engineer,9999-01-01,46855,1952-11-24
496062,Senior Engineer,9999-01-01,43423,1955-01-18
496066,Senior Staff,9999-01-01,57445,1953-01-05
496067,Senior Engineer,9999-01-01,44637,1952-03-29
496074,Engineer,9999-01-01,54906,1953-09-19
496077,Senior Staff,9999-01-01,75313,1952-11-03
496078,Senior Engineer,9999-01-01,40000,1953-12-27
496080,Engineer,9999-01-01,63106,1952-07-26
496084,Senior Engineer,9999-01-01,62319,1953-03-28
496091,Senior Staff,9999-01-01,65155,1954-01-12
496093,Senior Engineer,9999-01-01,40000,1953-09-03
496094,Assistant Engineer,9999-01-01,40000,1953-12-28
496105,Engineer,9999-01-01,50756,1952-08-20
496107,Engineer,9999-01-01,48143,1953-12-06
496108,Senior Engineer,9999-01-01,40000,1954-10-25
496113,Senior Engineer,9999-01-01,40000,1952-04-23
496121,Senior Staff,9999-01-01,55664,1954-04-30
496137,Senior Engineer,9999-01-01,40000,1954-05-25
496141,Senior Engineer,9999-01-01,57060,1954-04-01
496143,Senior Engineer,9999-01-01,55713,1953-09-04
496150,Senior Staff,9999-01-01,56737,1954-05-05
496151,Senior Staff,9999-01-01,47981,1954-03-15
496164,Senior Engineer,9999-01-01,56951,1952-02-09
496174,Staff,9999-01-01,77394,1954-08-10
496180,Senior Engineer,9999-01-01,40000,1954-04-17
496192,Senior Engineer,9999-01-01,67651,1952-02-07
496193,Staff,9999-01-01,67482,1953-12-02
496195,Engineer,9999-01-01,55711,1952-03-12
496196,Senior Engineer,9999-01-01,40000,1955-10-22
496198,Senior Engineer,9999-01-01,91321,1953-08-31
496203,Senior Engineer,9999-01-01,40000,1953-07-26
496205,Senior Staff,9999-01-01,68047,1953-04-23
496207,Senior Engineer,9999-01-01,52655,1952-11-13
496208,Senior Staff,9999-01-01,40000,1954-09-29
496209,Senior Staff,9999-01-01,57524,1953-08-03
496211,Senior Engineer,9999-01-01,60077,1955-01-17
496212,Staff,9999-01-01,44193,1952-02-09
496215,Engineer,9999-01-01,50071,1953-06-08
496218,Senior Engineer,9999-01-01,55700,1952-07-10
496222,Senior Engineer,9999-01-01,52943,1954-09-20
496227,Senior Staff,9999-01-01,40000,1953-01-10
496234,Assistant Engineer,9999-01-01,60257,1953-08-31
496236,Engineer,9999-01-01,67403,1952-09-08
496242,Senior Staff,9999-01-01,61318,1952-03-20
496250,Senior Engineer,9999-01-01,61540,1955-10-20
496252,Senior Staff,9999-01-01,41216,1952-08-03
496256,Staff,9999-01-01,48744,1955-04-01
496258,Senior Engineer,9999-01-01,40000,1955-01-29
496260,Staff,9999-01-01,90698,1953-01-05
496262,Senior Staff,9999-01-01,84749,1953-09-29
496265,Senior Staff,9999-01-01,58861,1953-08-13
496269,Staff,9999-01-01,73422,1955-02-13
496278,Senior Engineer,9999-01-01,63841,1952-08-29
496282,Senior Engineer,9999-01-01,42028,1954-01-20
496288,Senior Engineer,9999-01-01,51609,1955-05-30
496290,Senior Engineer,9999-01-01,40000,1953-02-26
496292,Senior Staff,9999-01-01,42323,1953-03-31
496294,Senior Engineer,9999-01-01,44897,1955-03-08
496295,Senior Engineer,9999-01-01,40567,1953-08-19
496301,Engineer,9999-01-01,40000,1955-04-26
496302,Engineer,9999-01-01,42309,1953-02-24
496304,Senior Engineer,9999-01-01,64564,1954-10-07
496310,Senior Engineer,9999-01-01,40000,1955-07-09
496317,Staff,9999-01-01,40000,1954-10-10
496326,Senior Staff,9999-01-01,66283,1952-11-19
496335,Assistant Engineer,9999-01-01,40000,1952-10-27
496336,Staff,9999-01-01,59932,1952-10-30
496338,Engineer,9999-01-01,40000,1954-01-14
496341,Senior Staff,9999-01-01,59379,1952-10-22
496357,Senior Staff,9999-01-01,42715,1954-09-01
496358,Engineer,9999-01-01,40000,1955-12-11
496364,Senior Engineer,9999-01-01,40000,1954-10-06
496371,Senior Engineer,9999-01-01,40000,1955-02-17
496372,Technique Leader,9999-01-01,50288,1954-05-15
496373,Senior Staff,9999-01-01,54475,1955-05-30
496384,Senior Staff,9999-01-01,40000,1954-12-17
496388,Engineer,9999-01-01,77721,1952-09-01
